CNF with 3 variables and 8 clauses:
(23, -8)
(58, 44)
(116, -24)
(-22, -31)
(43, 34)
(-53, 82)
(124, 62)
(-140, -121)
(136, 146)
(22, -50)
(102, 123)
(34, 25)
(60, 7)
(93, 138)
(35, -59)
(141, 44)
(-59, 117)
(-81, -60)
(132, 84)
(-106, -114)
(83, -126)
(126, -64)
(133, -95)
(86, -82)
(-93, -78)
(-100, 57)
(37, -130)
(131, 26)
(101, 89)
(12, 81)
(26, -131)
(-82, 73)
(88, 30)
(-26, -38)
(-122, -15)
(-51, 109)
(-121, 57)
(-128, -68)
(-124, -43)
(-142, 9)
(-51, 29)
(85, 51)
(-141, 126)
(-28, 67)
(27, 76)
(9, -112)
(-24, -137)
(54, -80)
(65, -50)
(20, -73)
(146, -52)
(-146, -87)
(-52, 103)
(-112, 6)
(-94, -4)
(-66, -107)
(61, 117)
(33, -128)
(101, 52)
(28, 77)
(10, 80)
(3, -133)
(-79, 97)
(11, 97)
(-112, 72)
(121, 33)
(-140, 65)
(41, 107)
(-11, 133)
(-133, 25)
(58, 13)
(80, 77)
(142, 28)
(-90, -14)
(-106, -65)
(-116, 31)
(-58, -86)
(-113, -141)
(131, -135)
(79, 102)
(45, -86)
(-15, -73)
(93, -37)
(-134, 40)
(85, -50)
(-41, -74)
(22, 58)
(-21, -56)
(90, -15)
(82, 36)
(9, 70)
(-46, 134)
(-52, 29)
(-6, -93)
(22, -141)
(-125, -65)
(-105, -117)
(-32, 71)
(-20, 79)

CNF with 73 variables and 134 clauses:
(98, -73)
(-129, 141)
(-141, -90)
(68, 57)
(28, -98)
(95, -124)
(-2, -66)
(46, 20)
(106, 59)
(73, -118)
(-1, 117)
(21, 9)
(64, -48)
(51, -73)
(-97, -136)
(-108, -17)
(11, -66)
(48, 111)
(112, 114)
(112, 59)
(84, -12)
(52, -38)
(-129, 45)
(93, -19)
(-107, 8)
(-94, -117)
(-8, -68)
(-112, -16)
(-120, -109)
(43, 16)
(135, -84)
(26, -110)
(62, -114)
(80, 117)
(-131, 126)
(51, -14)
(-116, 62)
(-90, 26)
(-46, -4)
(-132, 20)
(32, -128)
(-4, 108)
(-55, 23)
(-135, 106)
(-17, 25)
(-11, -51)
(74, 54)
(-4, -27)
(-50, -15)
(132, 68)
(61, 81)
(106, 113)
(37, -75)
(34, -117)
(-117, -124)
(-15, -31)
(146, -68)
(-23, 4)
(114, 110)
(52, 126)
(27, 17)
(50, 19)
(-141, -95)
(-24, -77)
(130, 137)
(-7, -52)
(-109, 47)
(-3, -91)
(-43, -118)
(97, -50)
(-76, -112)
(125, 131)
(-106, 2)
(-117, 36)
(73, -51)
(-132, -45)
(-62, -111)
(-25, 112)
(14, 9)
(109, 146)
(144, 85)
(62, -131)
(-4, 107)
(-135, -105)
(136, -54)
(39, 59)
(71, 128)
(-78, -90)
(84, 67)
(14, 121)
(-19, -56)
(-96, 127)
(78, 133)
(-1, -59)
(107, 13)
(56, 47)
(145, 24)
(-141, 112)
(-43, -2)
(-50, 23)
(-28, -2)
(79, 45)
(98, 113)
(96, 70)
(-116, 22)
(-140, -33)
(-69, -101)
(-64, 69)
(-72, 129)
(70, -141)
(9, 93)
(-77, 53)
(94, 106)
(-35, 132)
(-96, 113)
(-94, 128)
(-22, -5)
(117, -70)
(-42, -115)
(-61, -22)
(37, -17)
(-128, -112)
(-60, -78)
(-105, -101)
(121, -82)
(138, 62)
(10, 50)
(127, 13)
(85, -112)
(-124, 13)
(122, 65)
(40, 112)
(7, -56)
(53, -4)

CNF with 73 variables and 105 clauses:
(-143, -80)
(-90, -35)
(102, 7)
(-123, 44)
(132, -41)
(81, 69)
(96, 97)
(-138, -91)
(125, 2)
(28, -59)
(138, -87)
(78, -74)
(10, -99)
(-33, -88)
(-75, -39)
(-4, 12)
(-144, 90)
(-65, 14)
(-37, -92)
(38, -25)
(45, 23)
(40, -83)
(28, 16)
(-125, -4)
(123, 15)
(-91, 144)
(139, -123)
(67, 1)
(69, 117)
(74, -21)
(-10, 7)
(3, -100)
(75, 5)
(130, -114)
(-64, -117)
(104, -115)
(61, 88)
(8, -37)
(-104, 39)
(-61, -64)
(-4, 144)
(4, -53)
(-145, -97)
(-124, 5)
(-133, 42)
(130, -103)
(-81, -58)
(-9, 77)
(-10, 57)
(-52, 106)
(28, 123)
(42, 6)
(-30, -35)
(133, -139)
(88, -34)
(-14, -91)
(44, 30)
(8, 104)
(-15, -93)
(59, -58)
(144, -146)
(-7, -68)
(-52, -146)
(54, -9)
(118, 100)
(132, -17)
(-30, -113)
(44, 53)
(56, 27)
(65, 5)
(142, 42)
(-47, -38)
(37, -142)
(-127, 36)
(69, -144)
(-10, 54)
(5, -74)
(68, 83)
(12, 69)
(142, -29)
(136, 104)
(102, -38)
(-49, -134)
(-140, 56)
(-93, -113)
(32, 58)
(74, 3)
(56, -33)
(-80, 18)
(-87, 21)
(-86, 20)
(29, 7)
(-61, -113)
(136, -139)
(92, -35)
(-110, 138)
(-91, -29)
(-11, -119)
(-119, -27)
(142, -105)
(41, 56)
(-47, -1)
(93, -44)
(-63, 84)
(46, 119)

CNF with 73 variables and 123 clauses:
(-61, -72)
(-46, -138)
(-106, -95)
(59, 9)
(-22, 54)
(-83, 90)
(-7, 100)
(38, -75)
(-146, 134)
(140, 18)
(-93, -13)
(-137, -38)
(62, -45)
(76, -83)
(99, 38)
(136, -87)
(-44, -36)
(-134, -146)
(108, 132)
(-82, -54)
(-69, -72)
(-146, -127)
(75, -70)
(-108, -79)
(57, -12)
(-134, -25)
(51, 75)
(109, 108)
(-56, 95)
(-18, 24)
(139, 32)
(-111, -67)
(23, 22)
(-46, 133)
(-136, -133)
(119, -142)
(78, -79)
(38, 68)
(55, 56)
(54, -61)
(38, -30)
(-107, 140)
(-117, 20)
(95, 58)
(41, -32)
(-64, -107)
(39, 62)
(-69, -84)
(87, 127)
(-69, -139)
(18, 137)
(-8, -34)
(91, -120)
(58, -123)
(-131, 69)
(130, -73)
(-50, -4)
(-73, 113)
(-76, 96)
(-128, 122)
(-90, 60)
(-31, -89)
(-125, -87)
(-51, 36)
(101, -126)
(139, -5)
(55, 53)
(-27, -19)
(-106, -108)
(49, -51)
(67, 105)
(86, -103)
(-22, 108)
(-84, -75)
(60, 134)
(30, 8)
(-101, -64)
(-41, -7)
(-68, -104)
(-26, 85)
(26, 31)
(-101, -43)
(-94, 124)
(101, 43)
(118, 77)
(-118, 32)
(99, 18)
(74, 92)
(92, -131)
(-11, -4)
(98, -24)
(-145, 78)
(-119, -77)
(52, -122)
(-50, -78)
(-32, -6)
(-64, 124)
(-26, 53)
(2, -105)
(66, -38)
(-125, -42)
(61, -71)
(-5, 112)
(-117, 124)
(-93, 118)
(-73, 96)
(129, -59)
(14, -101)
(77, 31)
(110, 98)
(120, 45)
(-2, -134)
(33, -30)
(-127, -129)
(-52, -108)
(79, 49)
(128, 42)
(86, -28)
(125, -30)
(-144, 10)
(-40, 12)
(49, -105)
(-76, -118)

CNF with 73 variables and 193 clauses:
(-30, 53)
(70, 55)
(-130, -25)
(-65, 10)
(91, -121)
(8, 46)
(-128, 91)
(26, -89)
(144, 132)
(10, -76)
(-44, 136)
(22, 17)
(-16, -22)
(-6, -45)
(8, 73)
(35, -111)
(27, -30)
(-13, -121)
(68, 139)
(87, -55)
(126, 46)
(-70, 101)
(-30, 119)
(55, -42)
(-98, 73)
(105, 63)
(-63, 79)
(-61, 76)
(-94, -101)
(-112, -137)
(-49, -69)
(-22, 132)
(80, -22)
(70, -78)
(112, 77)
(94, 105)
(25, 18)
(-28, 45)
(-93, -130)
(-47, -133)
(17, 44)
(-78, 35)
(93, -10)
(-88, -12)
(17, 7)
(41, -127)
(-132, 27)
(-123, -7)
(-19, -23)
(89, -72)
(86, 115)
(-50, -111)
(34, -66)
(-80, -24)
(-63, -8)
(-29, 58)
(19, 52)
(-143, 109)
(-13, -142)
(-139, 109)
(88, -120)
(-19, 25)
(143, -23)
(61, -141)
(-136, 4)
(23, 113)
(-8, -100)
(-106, -32)
(-53, 111)
(-66, -97)
(-123, 144)
(95, -88)
(98, 2)
(-85, 146)
(-119, -115)
(15, -60)
(-20, -48)
(-122, 136)
(-47, -35)
(-45, -38)
(34, -126)
(131, 26)
(-80, -139)
(-115, -33)
(86, -98)
(69, -50)
(11, 61)
(140, 65)
(-94, -47)
(118, -39)
(37, -91)
(-89, -39)
(142, 56)
(-43, -72)
(122, 80)
(46, -86)
(25, 99)
(-27, -119)
(-5, 122)
(15, -19)
(-6, 141)
(-104, -101)
(44, 5)
(-24, -139)
(118, 18)
(-107, -146)
(78, -18)
(-64, -47)
(116, -25)
(73, -115)
(-112, -69)
(-46, 41)
(120, 64)
(-85, -3)
(18, -103)
(77, 86)
(-86, 114)
(-28, 76)
(53, -79)
(59, 26)
(-72, -122)
(-21, -19)
(9, -103)
(-24, 46)
(120, -135)
(-97, -57)
(16, 119)
(-143, 19)
(-67, 112)
(103, -66)
(-72, 134)
(-8, -19)
(124, 75)
(46, -134)
(56, -99)
(135, 20)
(28, 13)
(17, -97)
(31, -16)
(-100, -127)
(29, -123)
(131, -39)
(120, -5)
(11, -95)
(120, -60)
(-28, -20)
(60, -17)
(64, -102)
(76, -64)
(88, 57)
(-37, -20)
(53, -20)
(-52, 89)
(11, 72)
(73, 120)
(-28, -137)
(-127, -67)
(61, 112)
(27, -9)
(-39, 64)
(-7, -78)
(-143, 126)
(-43, 94)
(-38, 145)
(-101, 52)
(103, -60)
(134, 44)
(-49, -1)
(100, 97)
(-40, 65)
(121, -100)
(-78, 26)
(50, -87)
(4, -130)
(69, 109)
(70, -112)
(-130, -73)
(125, 7)
(-95, -79)
(45, 81)
(-121, 3)
(3, -44)
(-105, -135)
(-63, 84)
(14, 29)
(100, -20)
(-103, 20)
(37, 31)
(51, 23)
(140, 80)
(-102, -36)
(-41, 111)
(87, 62)

CNF with 73 variables and 147 clauses:
(-137, 143)
(-26, -78)
(3, 77)
(-109, -85)
(28, 76)
(-43, 25)
(-141, 102)
(-122, -37)
(66, -32)
(98, -34)
(59, -16)
(101, -38)
(81, 78)
(-104, -68)
(-126, -71)
(128, 83)
(130, 117)
(30, -117)
(14, -49)
(-132, -39)
(9, 120)
(49, -18)
(-22, -97)
(-50, 143)
(72, 22)
(115, 146)
(-82, 28)
(-32, -78)
(-77, 82)
(17, 80)
(-99, 106)
(-76, -66)
(117, -50)
(112, -83)
(40, -35)
(-134, 142)
(125, 134)
(-8, -75)
(45, 144)
(22, 23)
(-13, -96)
(-111, -49)
(-80, 140)
(-145, -72)
(-103, 28)
(84, 120)
(19, -92)
(7, -48)
(88, -84)
(-34, -55)
(29, 31)
(-28, -49)
(-90, -88)
(24, 117)
(135, 94)
(34, 39)
(-26, -113)
(-53, -88)
(84, -104)
(-68, 18)
(-109, 81)
(52, -2)
(132, -122)
(-8, 57)
(24, 119)
(-47, 132)
(90, -110)
(-1, 63)
(-112, 2)
(-105, -102)
(-54, 65)
(75, -71)
(-85, -115)
(141, 14)
(18, -87)
(-48, -78)
(47, -42)
(56, -94)
(106, 53)
(62, -5)
(73, -115)
(-115, 118)
(101, 139)
(-58, 97)
(-41, 110)
(66, 38)
(-74, 125)
(29, -27)
(61, -114)
(105, 5)
(-81, 104)
(-40, -124)
(-138, 6)
(-77, -79)
(77, -76)
(-27, -17)
(14, -71)
(32, -90)
(-40, 141)
(135, -7)
(-13, 70)
(-67, 32)
(-28, -41)
(62, -138)
(67, 96)
(-134, -83)
(145, -58)
(-90, -7)
(-146, 144)
(-134, 109)
(-117, 40)
(-32, -91)
(71, 139)
(-101, -114)
(92, 116)
(-139, -144)
(70, -107)
(-65, 141)
(1, 52)
(-126, -107)
(12, -137)
(-74, -15)
(-43, 55)
(129, -80)
(86, 4)
(62, -143)
(-90, 34)
(62, -15)
(66, 65)
(108, -39)
(-8, -113)
(66, 92)
(106, 137)
(69, 8)
(50, 4)
(1, 102)
(107, 1)
(-39, 130)
(-101, 27)
(145, -70)
(-73, 52)
(9, -49)
(30, 16)
(36, 32)
(102, -87)
(-62, 92)
(-130, -107)

CNF with 73 variables and 217 clauses:
(-8, 90)
(-121, 97)
(-129, -60)
(19, -9)
(30, -64)
(62, 35)
(108, 2)
(-135, 6)
(57, 48)
(-101, -26)
(30, -55)
(114, -129)
(-2, -84)
(-89, 12)
(25, -112)
(-28, 34)
(86, 1)
(-31, 90)
(84, 77)
(-112, 135)
(-39, 116)
(-12, -40)
(-38, -59)
(48, -145)
(-81, -30)
(-77, -103)
(-129, 134)
(57, -14)
(40, 98)
(-142, -31)
(115, -9)
(-40, -1)
(6, -69)
(52, 17)
(-105, 79)
(-121, -146)
(-120, 90)
(75, 101)
(-44, 131)
(117, 30)
(139, -80)
(9, 12)
(-105, 109)
(-8, 124)
(77, -16)
(57, 70)
(35, 67)
(-42, 131)
(-56, -30)
(112, 134)
(36, -78)
(74, -21)
(141, 133)
(19, -76)
(-19, 123)
(-65, 135)
(136, 91)
(-35, -38)
(-89, 101)
(-107, 10)
(93, 74)
(-89, 64)
(6, 100)
(51, 141)
(-74, -140)
(126, 98)
(-123, -121)
(87, 125)
(-7, 17)
(82, 83)
(-16, 142)
(10, 106)
(-68, 25)
(130, -121)
(66, -5)
(-65, 85)
(143, -30)
(-65, 30)
(-131, -25)
(142, 36)
(98, -99)
(10, 136)
(-70, 91)
(-104, 105)
(-54, -120)
(64, -49)
(34, -117)
(69, -68)
(75, -137)
(138, -14)
(-143, 104)
(39, 34)
(120, 142)
(-66, -95)
(-102, 86)
(-100, -124)
(145, -46)
(-17, 139)
(-92, 81)
(-51, 82)
(-55, 45)
(67, -109)
(-91, -122)
(-48, -23)
(96, -119)
(130, -53)
(-137, -16)
(-40, 54)
(-53, -10)
(-46, -105)
(113, 123)
(110, -139)
(17, -92)
(41, 146)
(-138, -106)
(100, -131)
(103, 69)
(-126, -132)
(-114, -103)
(-7, 87)
(-39, -70)
(-40, -90)
(95, 19)
(-43, 67)
(121, 102)
(80, -110)
(112, 99)
(-88, 126)
(-119, -118)
(-31, 59)
(61, 23)
(-108, -121)
(127, -32)
(-107, 94)
(-61, 146)
(-77, -79)
(-51, -124)
(-117, -136)
(11, 22)
(-89, 84)
(85, -29)
(-62, 56)
(59, -63)
(132, -134)
(105, 62)
(53, -68)
(-32, -118)
(-95, -58)
(-44, -74)
(18, 118)
(53, 115)
(-111, -100)
(-40, 70)
(-34, -118)
(-9, -34)
(-57, -111)
(-141, 121)
(-94, -66)
(-127, -133)
(-102, 104)
(-27, -122)
(-11, 14)
(-133, 25)
(30, -125)
(30, -116)
(93, 135)
(64, -75)
(21, -79)
(-55, 136)
(-66, 108)
(92, -129)
(123, -32)
(-102, -77)
(73, -106)
(130, 102)
(-103, 52)
(77, 74)
(-48, -33)
(16, -30)
(-47, -123)
(-76, -40)
(-118, -110)
(-96, 67)
(-99, 141)
(17, 63)
(-91, 69)
(-70, 3)
(-145, 98)
(-64, -2)
(-97, -60)
(51, 12)
(-7, 59)
(-84, 59)
(-44, 104)
(-5, 32)
(111, -4)
(-66, -119)
(12, -62)
(113, 24)
(-138, -95)
(-28, -117)
(45, -102)
(-92, 94)
(-58, 7)
(-117, -45)
(-37, 94)
(96, 129)
(-107, 38)
(-66, -80)
(120, 47)
(-91, -100)
(58, 38)
(23, -69)
(-54, -5)
(-93, 40)
(75, 97)
(-96, 53)

CNF with 73 variables and 75 clauses:
(98, 31)
(-60, -125)
(-24, -41)
(23, 7)
(-133, 22)
(-29, 58)
(-61, -124)
(97, 78)
(-92, -87)
(118, -58)
(62, 99)
(76, 122)
(94, 76)
(5, 19)
(27, 83)
(112, -114)
(110, 99)
(-64, 72)
(-70, -94)
(60, -79)
(-85, 116)
(78, -125)
(52, 103)
(-128, 84)
(-136, -103)
(86, 13)
(128, 135)
(100, -49)
(99, -136)
(-103, 110)
(114, -23)
(134, -105)
(34, -69)
(-130, 47)
(-63, 134)
(-47, 130)
(-36, -117)
(127, 75)
(-91, 72)
(-84, 62)
(134, -142)
(-94, -83)
(-117, 38)
(-89, -99)
(-102, 93)
(66, 83)
(-48, -113)
(-18, 16)
(-81, -55)
(112, 71)
(-102, 41)
(99, -24)
(-114, 24)
(-95, 31)
(19, -8)
(-5, 59)
(-70, 54)
(-39, 115)
(87, 72)
(59, -121)
(-107, 72)
(-124, 62)
(-110, -6)
(52, -60)
(-70, 60)
(-111, -57)
(-118, -26)
(-94, 145)
(-102, 22)
(-8, 133)
(73, -56)
(94, 37)
(137, 5)
(59, -67)
(101, -34)

CNF with 78 variables and 168 clauses:
(-20, -86)
(-130, -25)
(18, 81)
(-75, 48)
(118, 3)
(20, 29)
(5, 10)
(129, -110)
(-74, -82)
(14, -15)
(26, -50)
(-45, 27)
(-35, -60)
(-104, 51)
(-37, -103)
(120, -113)
(-98, 82)
(-111, 2)
(32, -50)
(-137, -8)
(-82, 65)
(-84, -106)
(-65, 60)
(6, 141)
(-52, -65)
(8, -124)
(11, 55)
(-27, 135)
(-140, 151)
(-120, 10)
(92, 110)
(-68, 130)
(-55, -135)
(-135, 49)
(-131, -109)
(62, 87)
(16, 154)
(-40, -25)
(-23, 55)
(121, -62)
(-103, 129)
(-13, -5)
(-101, 111)
(-101, -118)
(152, 62)
(-61, -137)
(18, 71)
(60, -73)
(86, -54)
(-72, 89)
(-149, 116)
(95, -152)
(141, -100)
(-17, -76)
(-146, 124)
(153, 152)
(50, -111)
(107, -59)
(-85, -101)
(79, 7)
(64, 52)
(63, -65)
(59, 102)
(104, 134)
(20, 3)
(136, 22)
(40, -104)
(63, 17)
(37, -48)
(95, 152)
(97, 149)
(66, 61)
(-81, -129)
(-123, 2)
(-147, 81)
(-8, -32)
(-114, -41)
(-84, -150)
(11, -10)
(98, -67)
(137, 105)
(28, -110)
(61, -43)
(-145, -20)
(-7, -50)
(37, 103)
(39, 11)
(-50, -155)
(100, 15)
(97, 135)
(-122, 60)
(95, 110)
(-136, 58)
(134, -136)
(-81, 58)
(142, -68)
(85, 17)
(-28, 94)
(-17, -49)
(-127, 45)
(141, -119)
(75, -21)
(-134, -104)
(27, -132)
(-30, -120)
(80, 2)
(72, -100)
(-49, 83)
(-18, -155)
(-19, 8)
(-111, 62)
(58, 139)
(36, -93)
(-155, -136)
(101, 143)
(40, -50)
(130, 36)
(-120, -21)
(91, -118)
(84, 87)
(-13, -29)
(-99, 84)
(-38, -49)
(-141, 23)
(-29, 82)
(34, 150)
(98, 131)
(-25, -46)
(143, -17)
(135, -140)
(-93, -83)
(-74, -125)
(-25, 45)
(-70, -79)
(22, 129)
(-153, 33)
(71, 98)
(-132, -155)
(-28, 82)
(-35, -21)
(-141, 89)
(71, -58)
(129, 14)
(156, 74)
(-44, 113)
(138, 154)
(77, 58)
(-22, -30)
(-74, -123)
(-47, -139)
(-18, -103)
(136, -45)
(126, 106)
(144, 121)
(-84, -30)
(-59, 152)
(10, 114)
(-100, -84)
(-117, -36)
(3, -35)
(67, -151)
(71, 63)
(-20, 6)
(-5, -30)
(52, -33)
(106, 2)
(57, 27)
(50, 43)

CNF with 78 variables and 200 clauses:
(-60, 52)
(64, 78)
(-107, -51)
(136, 48)
(-40, 60)
(-78, 21)
(46, 130)
(89, -140)
(-156, 50)
(-25, 24)
(-108, 72)
(35, 8)
(35, -93)
(-28, 52)
(-153, -25)
(-19, -55)
(129, -135)
(22, 10)
(-104, 133)
(85, -108)
(-108, -54)
(92, -29)
(-7, 120)
(-114, 58)
(-104, -148)
(132, -39)
(-2, 110)
(71, -113)
(-7, 13)
(-107, -10)
(18, 12)
(-70, 39)
(-90, 125)
(-101, 134)
(-16, -91)
(-141, -113)
(-126, -115)
(135, 133)
(118, 117)
(-89, -2)
(54, -29)
(80, -102)
(-89, 126)
(84, 100)
(-76, -84)
(-155, -139)
(155, -14)
(-54, 111)
(-93, -82)
(52, -27)
(-78, -27)
(99, 152)
(-32, -30)
(-130, 100)
(-41, 120)
(-43, 68)
(5, -57)
(-75, 109)
(-85, -48)
(-68, 87)
(23, -88)
(-71, -40)
(-39, -97)
(-19, -149)
(-92, -124)
(-50, -54)
(87, -122)
(134, -126)
(-101, 65)
(156, -32)
(-110, 41)
(127, 124)
(-36, -53)
(-91, -44)
(19, -108)
(-75, -60)
(140, 81)
(126, 146)
(-144, -96)
(-127, -80)
(-90, -61)
(-84, 74)
(-117, -133)
(-58, -26)
(-138, 137)
(-24, 131)
(-155, 75)
(85, -127)
(-150, -118)
(67, 81)
(-15, 106)
(6, 104)
(99, -116)
(47, -154)
(-109, -145)
(-70, -44)
(79, -55)
(53, 45)
(56, 41)
(-130, 134)
(-101, -123)
(-32, -51)
(72, 122)
(-37, -56)
(-154, -95)
(79, 128)
(-140, -69)
(82, -96)
(-77, -47)
(111, 13)
(-51, 155)
(7, -151)
(132, 109)
(-97, -71)
(58, -48)
(23, 147)
(7, -78)
(11, -53)
(-128, 124)
(54, -119)
(-79, -90)
(62, 68)
(-46, 151)
(148, 46)
(-71, -59)
(3, -110)
(123, 99)
(-67, -153)
(-67, -89)
(98, 118)
(153, 97)
(-130, 65)
(-9, 1)
(-99, 107)
(-146, -151)
(117, -58)
(77, -3)
(10, 96)
(97, -110)
(-3, -69)
(80, -108)
(-147, -31)
(115, -22)
(119, -31)
(115, 106)
(-28, 78)
(-155, -81)
(72, -9)
(148, -41)
(-95, -58)
(-143, -98)
(58, -23)
(23, 53)
(-108, 146)
(-49, 76)
(-25, -76)
(-48, -44)
(-48, -99)
(31, 130)
(-79, -132)
(70, 67)
(99, -62)
(-72, -8)
(-142, -149)
(88, -108)
(-87, 58)
(-70, -36)
(-53, 133)
(-41, 98)
(-93, -83)
(46, -32)
(79, -154)
(-119, 154)
(-91, -123)
(-82, -90)
(-145, -30)
(124, 15)
(59, 14)
(-110, 120)
(-63, -101)
(22, -143)
(-27, 26)
(136, 117)
(47, 149)
(-5, -41)
(117, -61)
(-66, -128)
(141, -58)
(95, 128)
(80, -65)
(-10, -65)
(141, 125)
(55, 119)
(-136, -89)
(-151, 133)
(115, 39)
(42, -119)
(56, -148)
(-117, 83)
(-44, 106)

CNF with 78 variables and 124 clauses:
(-110, 106)
(-153, -18)
(-10, 156)
(9, 81)
(-154, 20)
(18, 129)
(107, 97)
(-156, 22)
(-123, -155)
(66, -130)
(-125, -88)
(-87, -126)
(37, 35)
(98, 23)
(65, -154)
(81, 16)
(-7, -42)
(10, -81)
(27, -65)
(-152, 3)
(116, -97)
(106, -120)
(-148, 67)
(153, 59)
(28, -137)
(153, 4)
(-125, -84)
(66, 57)
(134, 91)
(-105, 56)
(-137, -123)
(-65, -137)
(20, 108)
(-131, -18)
(143, -14)
(-3, 21)
(-93, -80)
(56, -128)
(-126, -138)
(134, 112)
(-88, -145)
(83, -71)
(-126, 109)
(62, 80)
(22, -48)
(50, -56)
(67, -40)
(-56, -65)
(-63, 149)
(-111, 127)
(27, 143)
(-142, 112)
(-29, -139)
(-108, 37)
(115, -147)
(121, 107)
(-85, 29)
(-16, -110)
(-86, -89)
(99, 103)
(-76, -103)
(-25, 119)
(16, -84)
(124, -94)
(96, -46)
(17, 18)
(-130, 8)
(77, -78)
(-75, 81)
(-137, -50)
(134, -56)
(-81, 83)
(123, 90)
(-59, -21)
(-3, 75)
(-118, 30)
(-81, 3)
(86, -64)
(51, -86)
(46, 147)
(85, 53)
(10, 53)
(84, 39)
(143, 88)
(-155, 29)
(64, -77)
(116, 25)
(-35, 103)
(-118, 114)
(116, -64)
(22, -99)
(4, 149)
(-127, 141)
(-118, 89)
(137, 114)
(-142, -76)
(131, 100)
(99, -133)
(-53, 99)
(125, 133)
(134, -84)
(2, 7)
(-54, 39)
(129, 78)
(129, 32)
(-62, -11)
(-22, 89)
(121, -27)
(-45, 96)
(-35, -110)
(-82, 141)
(13, -79)
(144, -99)
(4, 80)
(148, 130)
(-52, -35)
(82, 54)
(123, -64)
(44, 134)
(117, 51)
(-63, 102)
(65, 141)
(-19, -20)
(-103, 102)

CNF with 78 variables and 86 clauses:
(-145, 93)
(-72, 126)
(1, 15)
(142, -64)
(152, -109)
(79, 90)
(71, -79)
(-117, 69)
(51, 9)
(23, -28)
(79, -36)
(93, -129)
(-99, -43)
(-105, -19)
(58, -102)
(95, 36)
(-31, -61)
(111, 105)
(-18, 15)
(-143, -10)
(-73, -138)
(151, 6)
(-68, 32)
(-103, -100)
(-75, 2)
(-26, -124)
(137, 28)
(23, 79)
(32, -62)
(-78, 121)
(-14, 69)
(-5, -93)
(104, 61)
(116, 90)
(-152, -45)
(-53, 22)
(-27, 41)
(-50, 149)
(-125, -98)
(132, -131)
(-15, -22)
(29, 152)
(119, 152)
(95, -68)
(-106, -101)
(-107, -2)
(99, -59)
(72, -4)
(71, -2)
(14, -146)
(-98, -15)
(125, 97)
(-86, -23)
(-140, 61)
(-148, 23)
(109, 82)
(40, 101)
(-156, 101)
(-41, 30)
(-113, -81)
(88, 98)
(-114, -92)
(94, -70)
(154, 100)
(-97, 109)
(55, -96)
(148, 16)
(-89, 125)
(1, 70)
(-24, -124)
(92, -83)
(107, -156)
(102, 119)
(126, -6)
(42, 44)
(-118, 82)
(-103, -110)
(-22, -48)
(9, -152)
(27, -80)
(4, -66)
(-63, -108)
(100, 17)
(81, 55)
(103, -67)
(-148, -58)

CNF with 78 variables and 84 clauses:
(148, 86)
(45, -125)
(137, -88)
(119, -85)
(-61, 85)
(70, -96)
(81, -66)
(80, -86)
(151, 29)
(4, -133)
(-8, 140)
(135, -4)
(-7, 86)
(45, -105)
(-120, -17)
(-102, 7)
(29, 45)
(-50, 127)
(25, 84)
(-6, 117)
(-44, 23)
(125, 134)
(3, -36)
(83, 137)
(131, 76)
(-21, -18)
(27, 95)
(102, -58)
(128, -30)
(84, -88)
(-39, -22)
(43, 148)
(97, -52)
(-43, -111)
(-142, -105)
(12, 17)
(107, -66)
(-124, -109)
(-127, -41)
(-99, -80)
(55, 42)
(-36, -24)
(74, -88)
(-99, 2)
(-68, -99)
(132, 127)
(80, 89)
(29, -54)
(85, -22)
(83, -129)
(29, -36)
(118, 57)
(-120, -7)
(104, -70)
(47, 88)
(30, -29)
(-7, 89)
(3, -117)
(48, -73)
(17, 22)
(45, 47)
(72, 12)
(123, 149)
(154, -135)
(-137, 100)
(147, -68)
(80, -76)
(36, 110)
(-128, -87)
(144, -156)
(146, 55)
(-81, -64)
(137, -113)
(-58, -84)
(-111, -78)
(143, 140)
(-16, 95)
(-56, 123)
(74, 126)
(-76, -145)
(103, -3)
(22, 42)
(31, -10)
(-3, 150)

CNF with 78 variables and 190 clauses:
(99, -147)
(107, 104)
(55, -108)
(150, -35)
(-46, -10)
(72, 91)
(-109, 135)
(73, -84)
(-2, 151)
(91, 16)
(22, -93)
(-109, -30)
(-100, 156)
(134, -25)
(2, 66)
(52, -104)
(14, -143)
(12, -67)
(64, 62)
(64, -48)
(107, -132)
(-127, 113)
(54, -104)
(-12, -31)
(-58, 121)
(-128, -69)
(-14, 17)
(-75, -112)
(74, 148)
(-93, 90)
(-50, -104)
(-110, 92)
(82, -95)
(-104, -1)
(144, 72)
(25, 100)
(-111, -133)
(68, -131)
(119, 146)
(97, -31)
(-89, 126)
(74, 77)
(-45, -51)
(-1, -7)
(-104, 156)
(-137, 12)
(62, 5)
(104, 20)
(26, 82)
(-110, 149)
(68, -92)
(-36, 107)
(34, 7)
(-40, -153)
(77, 5)
(88, -13)
(34, 71)
(156, 39)
(-128, -19)
(105, -104)
(135, -91)
(-4, 108)
(30, -101)
(121, 20)
(33, 136)
(72, 8)
(108, 29)
(51, -149)
(81, 75)
(45, -119)
(-107, 113)
(-149, -131)
(72, 81)
(30, 100)
(31, -45)
(-54, 70)
(149, -108)
(26, 41)
